name,Embeddings1,Embeddings2,Embeddings3,Embeddings4,Embeddings5,Embeddings6,Embeddings7,Embeddings8,Embeddings9,Embeddings10,Embeddings11,Embeddings12,Embeddings13,Embeddings14,Embeddings15,Embeddings16,Embeddings17,Embeddings18,Embeddings19,Embeddings20,Embeddings21,Embeddings22,Embeddings23,Embeddings24,Embeddings25,Embeddings26,Embeddings27,Embeddings28,Embeddings29,Embeddings30,Embeddings31,Embeddings32,Embeddings33,Embeddings34,Embeddings35,Embeddings36,Embeddings37,Embeddings38,Embeddings39
ASD_sEMD_Sqrtsulc_Signal_29539.csv,5.79859010707254,5.31482412930944,5.11533624803671,5.14060958444807,5.06792802703663,4.98867302223657,4.86103581102013,4.74459953427601,4.62640961039975,4.47586185866164,4.28962582703703,4.33573520081493,4.38792478984541,4.42210731613399,4.45756147054058,4.45786178864837,4.44593410184658,4.44607997842041,4.32921836011491,4.30835596526151,4.28722176744239,4.1951735963231,4.16082937656628,4.12789052574035,4.10696943939232,4.07393600389951,4.04624658652785,4.00037733898374,3.97738101927807,3.92749987713155,3.88765813125215,3.85104235119832,3.83731860480512,3.80718000559161,3.79056428313819,3.77273205328755,3.73251212783498,3.68313541784772,3.68313541784772
ASD_sEMD_Sqrtsulc_Signal_29540.csv,5.96736048397235,5.51147093478431,5.25101592770977,5.02287959363917,4.92102120985352,4.71543713818163,4.55540844360681,4.45679331348042,4.33604955930837,4.27717079484454,4.33233571598816,4.27087984458181,4.29916050474729,4.30461886905589,4.27897679794862,4.1296843366468,4.07164458679279,4.08039302528751,4.08949690436774,4.07938316188408,4.0520524486614,4.02335842111104,3.98582023086478,3.97392251991155,3.97392251991155,3.97392251991155,3.97392251991155,3.97392251991155,3.97392251991155,3.97392251991155,3.97392251991155,3.97392251991155,3.97392251991155,3.97392251991155,3.97392251991155,3.97392251991155,3.97392251991155,3.97392251991155,3.97392251991155
ASD_sEMD_Sqrtsulc_Signal_29541.csv,5.95450487531244,5.36887009015357,5.22482657546273,5.02672317909412,4.81733715900395,4.61175720091763,4.55552747949148,4.41006703165821,4.27698642490535,4.27247893002313,4.22865293934616,4.07131558439568,4.06143064666587,4.03790466442447,3.81662687257456,3.80377883191255,3.77957937157976,3.74729838376553,3.72173527100434,3.68352081027512,3.63286766882169,3.61136739457501,3.59748509502869,3.43354480437061,3.43354480437061,3.43354480437061,3.43354480437061,3.43354480437061,3.43354480437061,3.43354480437061,3.43354480437061,3.43354480437061,3.43354480437061,3.43354480437061,3.43354480437061,3.43354480437061,3.43354480437061,3.43354480437061,3.43354480437061
ASD_sEMD_Sqrtsulc_Signal_29542.csv,5.90218272761997,5.60804010862265,5.50467844876995,5.38234247527672,5.20219092987905,5.0045379987214,4.96094207539034,4.80301643373768,4.67187200601287,4.68994503769704,4.4836136200624,4.43169874577715,4.33927740176413,4.28152839774452,4.20487105985522,4.15039405967163,4.1156362345045,4.08933376037547,4.08455038334882,4.06868660776116,4.0756967668928,4.06034108635112,4.0550009584782,3.91488840274481,3.90438491504307,3.8986373467294,3.8986373467294,3.8986373467294,3.8986373467294,3.8986373467294,3.8986373467294,3.8986373467294,3.8986373467294,3.8986373467294,3.8986373467294,3.8986373467294,3.8986373467294,3.8986373467294,3.8986373467294
ASD_sEMD_Sqrtsulc_Signal_29543.csv,6.15654565350964,5.69261655044886,5.39738206586872,5.21598521577171,4.99513640223411,4.85439434877232,4.83689272774279,4.75165929577071,4.68389118855038,4.63354129181083,4.4303453234286,4.31878356227584,4.24468090384847,4.15638890231311,4.12880618274959,4.10574331446607,4.07248279199369,4.07248279199369,4.07248279199369,4.07248279199369,4.07248279199369,4.07248279199369,4.07248279199369,4.07248279199369,4.07248279199369,4.07248279199369,4.07248279199369,4.07248279199369,4.07248279199369,4.07248279199369,4.07248279199369,4.07248279199369,4.07248279199369,4.07248279199369,4.07248279199369,4.07248279199369,4.07248279199369,4.07248279199369,4.07248279199369
ASD_sEMD_Sqrtsulc_Signal_29544.csv,5.93870528357576,5.43600190045798,5.18004451934568,4.98388950093269,4.80649978139695,4.63383072444663,4.42473197820435,4.30126877396627,4.27323281100101,4.10472444499192,4.05599335140063,3.82067234506319,3.7813204507158,3.69915988295242,3.48673028801521,3.45751691306079,3.40672416802406,3.28966553078571,3.06501847192175,3.06501847192175,3.06501847192175,3.06501847192175,3.06501847192175,3.06501847192175,3.06501847192175,3.06501847192175,3.06501847192175,3.06501847192175,3.06501847192175,3.06501847192175,3.06501847192175,3.06501847192175,3.06501847192175,3.06501847192175,3.06501847192175,3.06501847192175,3.06501847192175,3.06501847192175,3.06501847192175
ASD_sEMD_Sqrtsulc_Signal_29545.csv,5.9358917050166,5.51695375264517,5.20047246967259,5.04813520311569,4.94904337651954,4.92333652575902,4.81432272502238,4.7263899690322,4.53700233478489,4.55596063439684,4.52496086513746,4.42027335818691,4.29219858645173,4.17385078725107,4.12206932842287,4.05750356212816,4.069131324866,4.07877254790431,4.09578135373752,3.98558585365098,3.98558585365098,3.98558585365098,3.98558585365098,3.98558585365098,3.98558585365098,3.98558585365098,3.98558585365098,3.98558585365098,3.98558585365098,3.98558585365098,3.98558585365098,3.98558585365098,3.98558585365098,3.98558585365098,3.98558585365098,3.98558585365098,3.98558585365098,3.98558585365098,3.98558585365098
ASD_sEMD_Sqrtsulc_Signal_29547.csv,5.8003463533811,5.34513208752576,5.20974733606428,5.08756811716265,4.96243041382458,4.78503368800966,4.60654090679949,4.48499963702202,4.41454695740356,4.27193730370595,4.25103793000063,4.07835863759977,4.12093955736862,4.09538343503845,4.05518334367484,4.07330676629132,4.08919674246927,4.1011551538856,4.03808328300318,4.06241237508941,3.89033074051078,3.87281443952176,3.8352435975067,3.80005748593125,3.77230501067142,3.77362898456126,3.62498574415878,3.64050777586707,3.64746706882199,3.64746706882199,3.64746706882199,3.64746706882199,3.64746706882199,3.64746706882199,3.64746706882199,3.64746706882199,3.64746706882199,3.64746706882199,3.64746706882199
ASD_sEMD_Sqrtsulc_Signal_29549.csv,5.8752128526952,5.53080705497315,5.30712685927656,5.1962061126015,5.04617291269146,4.90593384463999,4.75413572512532,4.70457099718074,4.61367652187634,4.48335921757472,4.49272529216839,4.3786921002424,4.35645483540932,4.2162995657302,4.17636584794309,4.14749055039236,4.10158949836721,3.9197429361358,3.87436483464275,3.83791790949532,3.79788076490211,3.78143248805496,3.78143248805496,3.78143248805496,3.78143248805496,3.78143248805496,3.78143248805496,3.78143248805496,3.78143248805496,3.78143248805496,3.78143248805496,3.78143248805496,3.78143248805496,3.78143248805496,3.78143248805496,3.78143248805496,3.78143248805496,3.78143248805496,3.78143248805496
ASD_sEMD_Sqrtsulc_Signal_29553.csv,6.0173242153874,5.57601768632704,5.46363427224798,5.36549803180484,5.24532358702785,5.10577595129511,4.99593618853681,4.80070590823088,4.71885275021494,4.62823758483814,4.66926957063771,4.5842196086441,4.60542754260132,4.47967470426421,4.48965676159844,4.48242265358207,4.35234970156556,4.34386987406137,4.31739207705597,4.30975110181439,4.17813030226808,4.1805730665867,4.1815466957594,4.1815466957594,4.18138456106956,4.18138456106956,4.18138456106956,4.18138456106956,4.18138456106956,4.18138456106956,4.18138456106956,4.18138456106956,4.18138456106956,4.18138456106956,4.18138456106956,4.18138456106956,4.18138456106956,4.18138456106956,4.18138456106956
